STT,Trang thu thập,Tên công ty,Vị trí ứng tuyển,Yêu cầu bằng cấp,Yêu cầu kinh nghiệm,Địa điểm,Ngày đăng tuyển,Lương tối thiểu,Lương tối đa,Lương TB,Tên công việc
591,việclàm24h,Công Ty TNHH Phát Triển Công Nghệ Minh Hà,Chuyên viên- nhân viên,Trung học,0,tp.hcm,2024-12-20,7000000.0,12000000.0,9500000.0,công nghệ thông tin
592,việclàm24h,Chi Nhánh Công Ty TNHH Hoàng Kim Precision,Chuyên viên- nhân viên,Cử nhân,1,tp.hcm,2024-12-20,15000000.0,18000000.0,16500000.0,kỹ sư phần mềm
595,việclàm24h,Công Ty Cổ Phần Viễn Thông FPT,Chuyên viên- nhân viên,Trung cấp,0,bắc ninh,2024-12-20,8000000.0,13000000.0,10500000.0,chuyên viên hỗ trợ kỹ thuật
598,việclàm24h,Công Ty TNHH MTG Technology,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-20,10000000.0,16000000.0,13000000.0,kỹ sư phần mềm
599,việclàm24h,Công Ty TNHH Phát Triển Công Nghệ Minh Hà,Chuyên viên- nhân viên,Trung học,0,tp.hcm,2024-12-20,7000000.0,12000000.0,9500000.0,chuyên viên hỗ trợ kỹ thuật
600,việclàm24h,Công Ty CP Đầu Tư Royal Dragon,Chuyên viên- nhân viên,Không yêu cầu,0,tp.hcm,2024-12-20,7000000.0,10000000.0,8500000.0,chuyên viên hỗ trợ kỹ thuật
606,việclàm24h,Công Ty TNHH Thiết Bị Issac,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-19,7000000.0,12000000.0,9500000.0,chuyên viên hỗ trợ kỹ thuật
607,việclàm24h,Công Ty TNHH Thiết Bị Issac,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-19,9000000.0,13000000.0,11000000.0,chuyên viên hỗ trợ kỹ thuật
608,việclàm24h,Công Ty TNHH Thiết Bị Issac,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-19,9000000.0,13000000.0,11000000.0,chuyên viên hỗ trợ kỹ thuật
609,việclàm24h,Công Ty TNHH Thiết Bị Issac,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-19,9000000.0,13000000.0,11000000.0,chuyên viên hỗ trợ kỹ thuật
611,việclàm24h,Công Ty TNHH Cocreation Grass Corporation Việt Nam,Chuyên viên- nhân viên,Không yêu cầu,0,tây ninh,2024-12-19,9000000.0,12000000.0,10500000.0,công nghệ thông tin
612,việclàm24h,Công Ty Cổ Phần Công Nghệ Cao Ctech,Chuyên viên- nhân viên,Không yêu cầu,1,hà nội,2024-12-19,15000000.0,20000000.0,17500000.0,kỹ sư phần mềm
613,việclàm24h,Công Ty TNHH Thương Mại Và Dịch Vụ Nina,Chuyên viên- nhân viên,Không yêu cầu,0,tp.hcm,2024-12-19,7000000.0,15000000.0,11000000.0,chuyên viên tư vấn cntt
616,việclàm24h,Công Ty TNHH Công Nghệ Và Thương Mại Lifesup,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-18,3000000.0,5000000.0,4000000.0,quản lý dự án
617,việclàm24h,Công Ty Tnhh Techcraft,Chuyên viên- nhân viên,Không yêu cầu,1,tp.hcm,2024-12-18,20000000.0,25000000.0,22500000.0,kỹ sư kiểm thử phần mềm
620,việclàm24h,Công Ty TNHH Gia Hòa,Chuyên viên- nhân viên,Cử nhân,2,bình thuận,2024-12-18,12000000.0,30000000.0,21000000.0,công nghệ thông tin
623,việclàm24h,Công Ty TNHH Stickley International,Chuyên viên- nhân viên,Không yêu cầu,2,bình dương,2024-12-18,20000000.0,30000000.0,25000000.0,kỹ sư phần mềm
624,việclàm24h,Minh Anh Technology,Chuyên viên- nhân viên,Không yêu cầu,0,tp.hcm,2024-12-18,7000000.0,15000000.0,11000000.0,chuyên viên hỗ trợ kỹ thuật
625,việclàm24h,Công Ty Cổ Phần Viễn Thông FPT,Chuyên viên- nhân viên,Trung cấp,0,tp.hcm,2024-12-17,8000000.0,20000000.0,14000000.0,kỹ thuật viên
626,việclàm24h,Công Ty TNHH Phát Triển Công Nghệ Minh Hà,Chuyên viên- nhân viên,Trung học,0,tp.hcm,2024-12-17,7000000.0,12000000.0,9500000.0,chuyên viên hỗ trợ kỹ thuật
628,việclàm24h,Haposoft,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-17,10000000.0,20000000.0,15000000.0,kỹ sư kiểm thử phần mềm
629,việclàm24h,Công Ty TNHH Công Nghệ Dana Smart,Chuyên viên- nhân viên,Không yêu cầu,0,đà nẵng,2024-12-17,7000000.0,10000000.0,8500000.0,chuyên viên hỗ trợ kỹ thuật
630,việclàm24h,Công Ty TNHH Máy Văn Phòng Hùng Minh,Chuyên viên- nhân viên,Trung cấp,0,hải phòng,2024-12-17,8000000.0,16000000.0,12000000.0,chuyên viên hỗ trợ kỹ thuật
631,việclàm24h,Công Ty TNHH Thiết Bị Minh Tâm,Chuyên viên- nhân viên,Không yêu cầu,1,hà nội,2024-12-17,15000000.0,18000000.0,16500000.0,kỹ sư kiểm thử phần mềm
634,việclàm24h,Công Ty TNHH Itpl Việt Nam,Chuyên viên- nhân viên,Cử nhân,1,đà nẵng,2024-12-17,12000000.0,24000000.0,18000000.0,kỹ sư phần mềm
635,việclàm24h,Công Ty TNHH Electronic Tripod Việt Nam (Châu Đức),Quản lý nhóm- giám sát,Cử nhân,1,bà rịa - vũng tàu,2024-12-17,25000000.0,30000000.0,27500000.0,kỹ sư hệ thống
637,việclàm24h,Công Ty Cổ Phần Viễn Thông FPT,Chuyên viên- nhân viên,Trung cấp,0,tp.hcm,2024-12-16,10000000.0,20000000.0,15000000.0,chuyên viên hỗ trợ kỹ thuật
638,việclàm24h,Công Ty TNHH Vietnam Concentrix Services,Chuyên viên- nhân viên,Cử nhân,2,tp.hcm,2024-12-16,15000000.0,20000000.0,17500000.0,kỹ sư phần mềm
639,việclàm24h,Công Ty TNHH Thương Mại Dịch Vụ Và Công Nghệ Anninh365,Chuyên viên- nhân viên,Trung học,0,hà nội,2024-12-16,10000000.0,20000000.0,15000000.0,chuyên viên hỗ trợ kỹ thuật
640,việclàm24h,Công Ty Cổ Phần Viễn Thông FPT,Chuyên viên- nhân viên,Cử nhân,2,tp.hcm,2024-12-16,20000000.0,40000000.0,30000000.0,kỹ sư phần mềm
641,việclàm24h,Công Ty Cổ Phần Giải Pháp Ngọn Sóng Mới,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-16,13000000.0,20000000.0,16500000.0,kỹ sư học máy
642,việclàm24h,Công Ty TNHH Cocreation Grass Corporation Việt Nam,Chuyên viên- nhân viên,Cử nhân,0,tây ninh,2024-12-16,9000000.0,12000000.0,10500000.0,công nghệ thông tin
643,việclàm24h,Công Ty Cổ Phần Viễn Thông FPT,Chuyên viên- nhân viên,Trung cấp,0,tp.hcm,2024-12-16,10000000.0,15000000.0,12500000.0,kỹ thuật viên
644,việclàm24h,Công Ty Cổ Phần Viễn Thông FPT,Chuyên viên- nhân viên,Trung cấp,0,tây ninh,2024-12-16,9000000.0,15000000.0,12000000.0,chuyên viên hỗ trợ kỹ thuật
646,việclàm24h,Công Ty TNHH Tin Học Viễn Thông Đăng Hậu,Chuyên viên- nhân viên,Không yêu cầu,0,khánh hòa,2024-12-15,5000000.0,10000000.0,7500000.0,chuyên viên hỗ trợ kỹ thuật
647,việclàm24h,Công Ty TNHH Tích Hợp Hệ Thống Nht,Chuyên viên- nhân viên,Cử nhân,0,kiên giang,2024-12-14,12000000.0,18000000.0,15000000.0,công nghệ thông tin
648,việclàm24h,Công Ty TNHH Điện Tử Streamax (Việt Nam),Chuyên viên- nhân viên,Không yêu cầu,2,bắc ninh,2024-12-14,15000000.0,25000000.0,20000000.0,kỹ sư học máy
649,việclàm24h,Công Ty TNHH Điện Tử Streamax (Việt Nam),Chuyên viên- nhân viên,Không yêu cầu,2,bắc ninh,2024-12-14,15000000.0,30000000.0,22500000.0,kỹ sư phần mềm
650,Vietnamwork,Tổng Công Ty Bảo Hiểm BIDV (BIC),Nhân viên,Không yêu cầu,0,hà nội,2024-12-26,20000000.0,37000000.0,28500000.0,kỹ sư phần mềm
655,Vietnamwork,Công Ty Cổ Phần Chứng Khoán KIS Việt Nam,Nhân viên,Không yêu cầu,1,hồ chí minh,2024-12-05,20000000.0,62000000.0,41000000.0,kỹ sư cơ sở dữ liệu
657,Vietnamwork,Itechwx Company Limited,Nhân viên,Không yêu cầu,0,hồ chí minh,2024-12-05,22000000.0,28000000.0,25000000.0,kỹ sư phần mềm
658,Vietnamwork,ITECHWX COMPANY LIMITED,Nhân viên,Không yêu cầu,0,hồ chí minh,2024-12-05,20000000.0,24000000.0,22000000.0,kỹ sư phần mềm
660,Vietnamwork,LG Electronics Development Vietnam Company Limited,Nhân viên,Không yêu cầu,0,đà nẵng,2024-11-29,20000000.0,62000000.0,41000000.0,kỹ sư phần mềm
672,Vietnamwork,Hanacans JSC,Nhân viên,Không yêu cầu,0,bắc ninh,2024-12-09,20000000.0,25000000.0,22500000.0,công nghệ thông tin
672,Vietnamwork,Hanacans JSC,Nhân viên,Không yêu cầu,0,hà nội,2024-12-09,20000000.0,25000000.0,22500000.0,công nghệ thông tin
673,Vietnamwork,Concentrix,Trưởng phòng,Không yêu cầu,2,hồ chí minh,2024-12-18,12000000.0,40000000.0,26000000.0,kỹ sư phần mềm
674,Vietnamwork,Concentrix,Nhân viên,Không yêu cầu,1,hồ chí minh,2024-12-18,12000000.0,40000000.0,26000000.0,nhà phân tích dữ liệu
687,Vietnamwork,Công Ty Cổ Phần Chứng Khoán KB Việt Nam,Nhân viên,Không yêu cầu,2,hà nội,2024-12-20,12000000.0,25000000.0,18500000.0,nhà phát triển web
713,Vietnamwork,Puwell Cloud Tech Limited,Thực tập sinh/Sinh viên,Không yêu cầu,0,hồ chí minh,2024-12-03,3000000.0,5000000.0,4000000.0,kỹ sư phần mềm
732,Vietnamwork,"Toshiba Software Development (Vietnam) CO., LTD",Mới Tốt Nghiệp,Không yêu cầu,0,hà nội,2024-12-10,3300000.0,7500000.0,5400000.0,kỹ sư phần mềm
738,việclàm24h,Công Ty TNHH Điện Tử Streamax (Việt Nam),Chuyên viên- nhân viên,Không yêu cầu,2,bắc ninh,2024-12-14,25000000.0,35000000.0,30000000.0,công nghệ thông tin
739,việclàm24h,Công Ty Cổ Phần Viễn Thông FPT,Chuyên viên- nhân viên,Không yêu cầu,0,cà mau,2024-12-14,10000000.0,15000000.0,12500000.0,chuyên viên hỗ trợ kỹ thuật
740,việclàm24h,Công Ty TNHH Công Nghệ Viet Star,Chuyên viên- nhân viên,Trung cấp,0,hà nội,2024-12-13,7000000.0,20000000.0,13500000.0,chuyên viên hỗ trợ kỹ thuật
741,việclàm24h,Công Ty Cổ Phần Tập Đoàn Techhub,Cộng tác viên,Không yêu cầu,0,hà nội,2024-12-13,3000000.0,10000000.0,6500000.0,nhà thiết kế
742,việclàm24h,Công Ty Cổ Phần A.R.T,Chuyên viên- nhân viên,Cử nhân,0,hà nội,2024-12-13,7000000.0,11000000.0,9000000.0,chuyên viên hỗ trợ kỹ thuật
743,việclàm24h,Thanh Mai Digital,Chuyên viên- nhân viên,Không yêu cầu,0,tp.hcm,2024-12-13,7000000.0,20000000.0,13500000.0,kỹ thuật viên
744,việclàm24h,Công Ty CP Chứng Khoán Fpt,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-13,10000000.0,20000000.0,15000000.0,kỹ sư cơ sở dữ liệu
745,việclàm24h,Công Ty CP Chứng Khoán Fpt,Chuyên viên- nhân viên,Không yêu cầu,2,hà nội,2024-12-13,10000000.0,20000000.0,15000000.0,kỹ sư phần mềm
746,việclàm24h,Công Ty CP Chứng Khoán Fpt,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-13,10000000.0,20000000.0,15000000.0,vận hành
747,việclàm24h,Chi Nhánh Hải Dương - Công Ty Cổ Phần Viễn Thông Fpt,Chuyên viên- nhân viên,Không yêu cầu,0,hải dương,2024-12-13,10000000.0,15000000.0,12500000.0,chuyên viên hỗ trợ kỹ thuật
748,việclàm24h,Công Ty Cổ Phần Viễn Thông FPT,Chuyên viên- nhân viên,Không yêu cầu,0,hải dương,2024-12-13,10000000.0,15000000.0,12500000.0,chuyên viên hỗ trợ kỹ thuật
749,việclàm24h,Chi Nhánh Hải Dương - Công Ty Cổ Phần Viễn Thông Fpt,Chuyên viên- nhân viên,Không yêu cầu,0,hải dương,2024-12-13,9000000.0,12000000.0,10500000.0,chuyên viên hỗ trợ kỹ thuật
750,việclàm24h,Văn Phòng Đại Diện Công Ty Cổ Phần Goku Việt Nam,Chuyên viên- nhân viên,Cử nhân,1,tp.hcm,2024-12-13,10000000.0,20000000.0,15000000.0,kỹ sư phần mềm
751,việclàm24h,Công Ty TNHH Transcosmos Việt Nam,Chuyên gia,Cử nhân,1,tp.hcm,2024-12-13,18000000.0,25000000.0,21500000.0,kỹ sư phần mềm
752,việclàm24h,Công Ty Cổ Phần Viễn Thông FPT,Chuyên viên- nhân viên,Không yêu cầu,0,hải dương,2024-12-13,9000000.0,12000000.0,10500000.0,chuyên viên hỗ trợ kỹ thuật
753,việclàm24h,Công ty Cổ Phần Đầu Tư Công Nghệ HACOM,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-13,12000000.0,15000000.0,13500000.0,chuyên viên hỗ trợ kỹ thuật
756,việclàm24h,Công Ty Cổ Phần Công Nghệ Mobiwork Việt Nam,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-12,8000000.0,20000000.0,14000000.0,kỹ sư phần mềm
757,việclàm24h,Công Ty TNHH Rochdale Spears,Chuyên viên- nhân viên,Không yêu cầu,1,bình dương,2024-12-12,10000000.0,50000000.0,30000000.0,chuyên viên bảo mật thông tin
759,việclàm24h,Công Ty TNHH Vicenter Việt Nam,Chuyên viên- nhân viên,Cử nhân,0,hà nội,2024-12-11,2000000.0,6000000.0,4000000.0,nhà thiết kế
760,việclàm24h,Công Ty Cổ Phần Tập Đoàn Đầu Tư Klb,Chuyên viên- nhân viên,Cử nhân,2,hà nội,2024-12-11,12000000.0,15000000.0,13500000.0,kỹ sư hệ thống
761,việclàm24h,Công Ty Cổ Phần Viễn Thông FPT,Chuyên viên- nhân viên,Không yêu cầu,1,tp.hcm,2024-12-11,15000000.0,30000000.0,22500000.0,kỹ sư phần mềm
762,việclàm24h,Công Ty TNHH Bảo Dưỡng Toàn Cầu,Chuyên viên- nhân viên,Không yêu cầu,0,hải phòng,2024-12-11,7500000.0,11000000.0,9250000.0,kỹ thuật viên bảo trì & sửa chữa máy atm
765,việclàm24h,Công Ty TNHH Phát Triển Công Nghệ Minh Hà,Chuyên viên- nhân viên,Trung học,0,tp.hcm,2024-12-11,7000000.0,12000000.0,9500000.0,chuyên viên hỗ trợ kỹ thuật
766,việclàm24h,Công Ty TNHH Phát Triển Công Nghệ Minh Hà,Chuyên viên- nhân viên,Trung học,0,tp.hcm,2024-12-11,7000000.0,12000000.0,9500000.0,chuyên viên hỗ trợ kỹ thuật
768,việclàm24h,Công Ty Cổ Phần Viễn Thông FPT,Cộng tác viên,Không yêu cầu,0,vĩnh long,2024-12-11,500000.0,1000000.0,750000.0,công nghệ thông tin
769,việclàm24h,Công Ty TNHH XD-TM&pt Công Nghệ Số Việt Nam,Chuyên viên- nhân viên,Không yêu cầu,1,thanh hóa,2024-12-10,7500000.0,9000000.0,8250000.0,chuyên viên hỗ trợ kỹ thuật
771,việclàm24h,Công Ty TNHH Dịch Vụ Thương Mại Và Bất Động Sản Đăng Khoa,Chuyên viên- nhân viên,Trung cấp,0,hà nội,2024-12-10,8000000.0,12000000.0,10000000.0,chuyên viên hỗ trợ kỹ thuật
772,việclàm24h,Công Ty Cổ Phần Sách Mcbooks,Chuyên viên- nhân viên,Trung học,0,hà nội,2024-12-10,10000000.0,12000000.0,11000000.0,chuyên viên hỗ trợ kỹ thuật
773,việclàm24h,Công Ty Cổ Phần Công Nghệ W.H.Y Soft,Quản lý nhóm- giám sát,Không yêu cầu,2,tp.hcm,2024-12-10,25000000.0,30000000.0,27500000.0,kỹ sư hệ thống
774,việclàm24h,Công Ty Cổ Phần Viễn Thông FPT,Chuyên viên- nhân viên,Trung cấp,0,đà nẵng,2024-12-10,8000000.0,15000000.0,11500000.0,chuyên viên hỗ trợ kỹ thuật
775,việclàm24h,Công Ty Luật TNHH Collectius Cms Lawfirm,Chuyên viên- nhân viên,Không yêu cầu,0,tp.hcm,2024-12-10,20000000.0,25000000.0,22500000.0,kỹ sư phần mềm
776,việclàm24h,Chi Nhánh Công Ty Cổ Phần Vật Tư Công Nghiệp Bambo,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-10,8000000.0,10000000.0,9000000.0,chuyên viên hỗ trợ kỹ thuật
778,việclàm24h,Công Ty TNHH Thương Mại Và Dược Phẩm Hoàng Hà,Chuyên viên- nhân viên,Cử nhân,0,phú thọ,2024-12-10,8000000.0,12000000.0,10000000.0,kỹ sư hệ thống
779,việclàm24h,Công Ty Cổ Phần Viễn Thông Act Miền Nam,Chuyên viên- nhân viên,Không yêu cầu,0,lâm đồng,2024-12-10,7000000.0,8000000.0,7500000.0,chuyên viên hỗ trợ kỹ thuật
780,việclàm24h,Công Ty Cổ Phần Thương Mại Và Dịch Vụ Thành Phố Mới,Chuyên viên- nhân viên,Không yêu cầu,0,bình dương,2024-12-10,10000000.0,15000000.0,12500000.0,chuyên viên hỗ trợ kỹ thuật
781,việclàm24h,Công Ty TNHH China Mobile International (Việt Nam),Chuyên viên- nhân viên,Cử nhân,2,hà nội,2024-12-09,20000000.0,50000000.0,35000000.0,chuyên viên tư vấn cntt
783,việclàm24h,Công Ty Luật TNHH Collectius Cms Lawfirm,Chuyên viên- nhân viên,Không yêu cầu,0,tp.hcm,2024-12-09,20000000.0,25000000.0,22500000.0,kỹ sư phần mềm
786,việclàm24h,Công Ty TNHH Thương Mại Và Dịch Vụ Công Nghệ Dns,Chuyên viên- nhân viên,Cử nhân,0,bắc ninh,2024-12-09,7000000.0,15000000.0,11000000.0,chuyên viên hỗ trợ kỹ thuật
786,việclàm24h,Công Ty TNHH Thương Mại Và Dịch Vụ Công Nghệ Dns,Chuyên viên- nhân viên,Cử nhân,0,hà nội,2024-12-09,7000000.0,15000000.0,11000000.0,chuyên viên hỗ trợ kỹ thuật
786,việclàm24h,Công Ty TNHH Thương Mại Và Dịch Vụ Công Nghệ Dns,Chuyên viên- nhân viên,Cử nhân,0,tp.hcm,2024-12-09,7000000.0,15000000.0,11000000.0,chuyên viên hỗ trợ kỹ thuật
787,việclàm24h,Công Ty Cổ Phần Viễn Thông FPT,Chuyên viên- nhân viên,Trung cấp,0,tp.hcm,2024-12-09,8000000.0,20000000.0,14000000.0,chuyên viên hỗ trợ kỹ thuật
788,việclàm24h,Công Ty TNHH Cocreation Grass Corporation Việt Nam,Chuyên viên- nhân viên,Cử nhân,0,tây ninh,2024-12-09,9000000.0,12000000.0,10500000.0,chuyên viên hỗ trợ kỹ thuật
791,việclàm24h,Công Ty Cổ Phần Dịch Vụ Và Công Nghệ Dina,Chuyên viên- nhân viên,Cử nhân,1,hà nội,2024-12-09,10000000.0,15000000.0,12500000.0,kỹ thuật triển khai
793,việclàm24h,Công Ty TNHH Kỹ Thuật Và Công Nghệ Phương Vũ,Chuyên viên- nhân viên,Trung cấp,0,tp.hcm,2024-12-09,8000000.0,15000000.0,11500000.0,chuyên viên hỗ trợ kỹ thuật
794,việclàm24h,Công Ty TNHH Winstar Media,Chuyên viên- nhân viên,Cử nhân,0,nghệ an,2024-12-09,7000000.0,10000000.0,8500000.0,công nghệ thông tin
796,việclàm24h,Công Ty Cổ Phần Viễn Thông FPT,Chuyên viên- nhân viên,Cử nhân,0,hải dương,2024-12-07,13000000.0,15000000.0,14000000.0,kỹ sư mạng
798,việclàm24h,Công Ty CP Nông Nghiệp Trường Hải,Chuyên viên- nhân viên,Không yêu cầu,1,gia lai,2024-12-07,10000000.0,20000000.0,15000000.0,công nghệ thông tin
800,việclàm24h,Chi nhánh 8 - Công Ty TNHH Truyền Hình Cáp Saigontourist,Chuyên viên- nhân viên,Không yêu cầu,0,tp.hcm,2024-12-07,7000000.0,10000000.0,8500000.0,chuyên viên hỗ trợ kỹ thuật
801,việclàm24h,Công Ty TNHH Cocreation Grass Corporation Việt Nam,Chuyên viên- nhân viên,Cử nhân,0,tây ninh,2024-12-07,9000000.0,12000000.0,10500000.0,chuyên viên hỗ trợ kỹ thuật
804,việclàm24h,Công Ty Cổ Phần Az Technologies,Quản lý nhóm- giám sát,Cử nhân,1,tp.hcm,2024-12-06,10000000.0,20000000.0,15000000.0,công nghệ thông tin
805,việclàm24h,Công Ty Cổ Phần Az Technologies,Chuyên viên- nhân viên,Cử nhân,0,tp.hcm,2024-12-06,3000000.0,4000000.0,3500000.0,công nghệ thông tin
806,việclàm24h,Công Ty Tnhh Công Nghệ Và Dịch Vụ Gia Phát,Chuyên viên- nhân viên,Cử nhân,0,hà nội,2024-12-06,8000000.0,15000000.0,11500000.0,chuyên viên hỗ trợ kỹ thuật
807,việclàm24h,Công Ty TNHH Phát Triển Thương Mại Tnt,Chuyên viên- nhân viên,Không yêu cầu,0,hải phòng,2024-12-06,7000000.0,15000000.0,11000000.0,chuyên viên hỗ trợ kỹ thuật
808,việclàm24h,Công Ty Cổ Phần Viễn Thông FPT,Chuyên viên- nhân viên,Trung cấp,0,phú thọ,2024-12-06,9000000.0,13000000.0,11000000.0,chuyên viên hỗ trợ kỹ thuật
809,việclàm24h,Công Ty TNHH Cocreation Grass Corporation Việt Nam,Chuyên viên- nhân viên,Không yêu cầu,0,tây ninh,2024-12-06,9000000.0,12000000.0,10500000.0,công nghệ thông tin
811,việclàm24h,Công Ty Cổ Phần Ứng Dụng Công Nghệ Kỹ Thuật Số,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-06,10000000.0,16000000.0,13000000.0,chuyên viên hỗ trợ kỹ thuật
812,việclàm24h,Khách Hàng Của Việc Làm 24H,Chuyên viên- nhân viên,Không yêu cầu,2,đồng nai,2024-12-05,10000000.0,12000000.0,11000000.0,kỹ sư hệ thống
813,việclàm24h,Công Ty Cổ Phần Mobifos,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-05,10000000.0,13000000.0,11500000.0,nhà thiết kế
814,việclàm24h,Công Ty Cổ Phần Thiết Bị Và Khoa Học Kỹ Thuật Đại Nam,Quản lý cấp trung,Không yêu cầu,2,hà nội,2024-12-05,15000000.0,20000000.0,17500000.0,trưởng phòng kỹ thuật thiết kế vi điện tử
815,việclàm24h,Công Ty Cổ Phần Vinasimex,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-05,10000000.0,20000000.0,15000000.0,nhà thiết kế
816,việclàm24h,Công Ty TNHH Công Nghệ Hogi Việt Nam,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-05,10000000.0,15000000.0,12500000.0,kỹ sư phần mềm
818,việclàm24h,Công Ty Cổ Phần Sản Xuất Và Bảo Dưỡng Thiết Bị Hàng Không,Chuyên viên- nhân viên,Cử nhân,1,hà nội,2024-12-05,9000000.0,15000000.0,12000000.0,công nghệ thông tin
819,việclàm24h,Công Ty Cổ Phần Viễn Thông FPT,Chuyên viên- nhân viên,Cử nhân,0,tây ninh,2024-12-04,8000000.0,13000000.0,10500000.0,kỹ sư mạng
820,việclàm24h,Công Ty Cổ Phần Funtap,Cộng tác viên,Không yêu cầu,0,hà nội,2024-12-04,8000000.0,15000000.0,11500000.0,vận hành
824,việclàm24h,Công Ty TNHH Thương Mại Và Phát Triển Dịch Vụ Kỹ Thuật (Escom),Chuyên viên- nhân viên,Trung cấp,0,hà nội,2024-12-04,8000000.0,20000000.0,14000000.0,chuyên viên tư vấn cntt
828,việclàm24h,Công Ty Cổ Phần Trường Học Công Nghệ Mindx,Quản lý nhóm- giám sát,Không yêu cầu,0,hà nội,2024-12-04,18000000.0,25000000.0,21500000.0,r&d k12 coding & robotics team leader
829,việclàm24h,Công Ty Cổ Phần Thh Decor,Chuyên viên- nhân viên,Không yêu cầu,0,hưng yên,2024-12-04,10000000.0,15000000.0,12500000.0,chuyên viên hỗ trợ kỹ thuật
830,việclàm24h,Công Ty Cổ Phần Chứng Khoán Asean,Chuyên viên- nhân viên,Không yêu cầu,1,hà nội,2024-12-03,10000000.0,30000000.0,20000000.0,kỹ sư phần mềm
831,việclàm24h,Công Ty TNHH Công Nghệ Và Phần Mềm Trí Dũng,Chuyên viên- nhân viên,Cử nhân,0,hà nội,2024-12-03,8000000.0,15000000.0,11500000.0,chuyên viên hỗ trợ kỹ thuật
833,việclàm24h,Công Ty Cổ Phần Tập Đoàn Giải Pháp Sao Mai,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-03,20000000.0,30000000.0,25000000.0,kỹ sư phần mềm
839,việclàm24h,Công Ty TNHH Công Nghệ Và Truyền Thông Vnditech,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-03,15000000.0,25000000.0,20000000.0,kỹ sư phần mềm
842,việclàm24h,Văn Phòng Đại Diện Công Ty Cổ Phần Dịch Vụ Công Nghệ Tsc Việt Nam Tại Hưng Yên,Chuyên viên- nhân viên,Cử nhân,1,hà nội,2024-12-03,12000000.0,20000000.0,16000000.0,kỹ sư hệ thống
843,việclàm24h,Văn Phòng Đại Diện Công Ty Cổ Phần Dịch Vụ Công Nghệ Tsc Việt Nam Tại Bắc Giang,Chuyên viên- nhân viên,Không yêu cầu,1,vĩnh phúc,2024-12-03,10000000.0,20000000.0,15000000.0,kỹ sư hệ thống
845,việclàm24h,Công Ty TNHH MTV Dịch Vụ Số Chuyên Nghiệp,Chuyên viên- nhân viên,Cử nhân,1,hà nội,2024-12-03,7000000.0,15000000.0,11000000.0,công nghệ thông tin
847,việclàm24h,Chi Nhánh Công Ty TNHH Hoàng Kim Precision,Chuyên viên- nhân viên,Cử nhân,1,tp.hcm,2024-12-03,15000000.0,18000000.0,16500000.0,kỹ sư phần mềm
848,việclàm24h,Công Ty TNHH Công Nghệ Altek,Chuyên viên- nhân viên,Không yêu cầu,0,đồng tháp,2024-12-03,6000000.0,10000000.0,8000000.0,kỹ sư kiểm thử phần mềm
849,việclàm24h,Chi Nhánh Công Ty TNHH Hoàng Kim Precision,Chuyên viên- nhân viên,Cử nhân,1,tp.hcm,2024-12-03,15000000.0,18000000.0,16500000.0,kỹ sư phần mềm
851,việclàm24h,Công ty Cổ phần Dịch vụ Công nghệ TSC Việt Nam,Chuyên viên- nhân viên,Cử nhân,1,hà nội,2024-12-02,12000000.0,20000000.0,16000000.0,kỹ sư hệ thống
852,việclàm24h,Công ty Cổ phần Dịch vụ Công nghệ TSC Việt Nam,Chuyên viên- nhân viên,Cử nhân,0,hà nội,2024-12-02,12000000.0,25000000.0,18500000.0,kỹ sư hệ thống
855,việclàm24h,Công ty Cổ phần Dịch vụ Công nghệ TSC Việt Nam,Chuyên viên- nhân viên,Cử nhân,1,hà nội,2024-12-02,10000000.0,15000000.0,12500000.0,kỹ thuật triển khai
856,việclàm24h,Công Ty Cổ Phần Phát Triển Công Nghệ Ngày Đêm,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-02,8000000.0,15000000.0,11500000.0,chuyên viên hỗ trợ kỹ thuật
